DrugID,DiseaseID,Drugs
DB00080,MESH:D012170,DB00007
DB00080,MESH:D012735,DB00007
DB00080,MESH:D014594,DB00007
DB00080,MESH:D018366,DB00007
DB00080,MESH:D018771,DB00007
DB00080,MESH:D019584,DB00007
DB00080,MESH:D019586,DB00007
DB00080,MESH:D020246,DB00007
DB00080,MESH:D007249,DB00007
DB00080,MESH:D020521,DB00007
DB00091,MESH:D003865,DB00007
DB00091,MESH:D004195,DB00007
DB00091,MESH:D004715,DB00007
DB00091,MESH:D004832,DB00007
DB00091,MESH:D007172,DB00007
DB00091,MESH:D007319,DB00007
DB00091,MESH:D007889,DB00007
DB00091,MESH:D008569,DB00007
DB00091,MESH:D008796,DB00007
DB00091,MESH:D009203,DB00007
DB00091,MESH:D009214,DB00007
DB00091,MESH:D009220,DB00007
DB00091,MESH:D009361,DB00007
DB00091,MESH:D010378,DB00007
DB00091,MESH:D010899,DB00007
DB00091,MESH:D010900,DB00007
DB00091,MESH:D011471,DB00007
DB00091,MESH:D011629,DB00007
DB00091,MESH:D012735,DB00007
DB00091,MESH:D014594,DB00007
DB00091,MESH:D018366,DB00007
DB00091,MESH:D019584,DB00007
DB00091,MESH:D019586,DB00007
DB00091,MESH:D020521,DB00007
DB00093,MESH:D002375,DB00007
DB00093,MESH:D002543,DB00007
DB00093,MESH:D003072,DB00007
DB00093,MESH:D003865,DB00007
DB00093,MESH:D004195,DB00007
DB00093,MESH:D004715,DB00007
DB00093,MESH:D004832,DB00007
DB00093,MESH:D005234,DB00007
DB00093,MESH:D006261,DB00007
DB00093,MESH:D007172,DB00007
DB00093,MESH:D007319,DB00007
DB00093,MESH:D007889,DB00007
DB00093,MESH:D008569,DB00007
DB00093,MESH:D008796,DB00007
DB00093,MESH:D009203,DB00007
DB00093,MESH:D009214,DB00007
DB00093,MESH:D009220,DB00007
DB00093,MESH:D009361,DB00007
DB00093,MESH:D010378,DB00007
DB00093,MESH:D010899,DB00007
DB00093,MESH:D010900,DB00007
DB00093,MESH:D011471,DB00007
DB00093,MESH:D011629,DB00007
DB00093,MESH:D012170,DB00007
DB00093,MESH:D012735,DB00007
DB00093,MESH:D014594,DB00007
DB00093,MESH:D018366,DB00007
DB00093,MESH:D018771,DB00007
DB00093,MESH:D019584,DB00007
DB00093,MESH:D019586,DB00007
DB00093,MESH:D020246,DB00007
DB00093,MESH:D007249,DB00007
DB00093,MESH:D020521,DB00007
DB00067,MESH:D002375,DB00007
DB00067,MESH:D002543,DB00007
DB00067,MESH:D003072,DB00007
DB00067,MESH:D003865,DB00007
DB00067,MESH:D004195,DB00007
DB00067,MESH:D004715,DB00007
DB00067,MESH:D004832,DB00007
DB00067,MESH:D005234,DB00007
DB00067,MESH:D006261,DB00007
DB00067,MESH:D007172,DB00007
DB00067,MESH:D007319,DB00007
DB00067,MESH:D007889,DB00007
DB00067,MESH:D008569,DB00007
DB00067,MESH:D008796,DB00007
DB00067,MESH:D009135,DB00007
DB00067,MESH:D009203,DB00007
DB00067,MESH:D009214,DB00007
DB00067,MESH:D009220,DB00007
DB00067,MESH:D009361,DB00007
DB00067,MESH:D010378,DB00007
DB00067,MESH:D010899,DB00007
DB00067,MESH:D010900,DB00007
DB00067,MESH:D011471,DB00007
DB00067,MESH:D011629,DB00007
DB00067,MESH:D012170,DB00007
DB00067,MESH:D012735,DB00007
DB00067,MESH:D014594,DB00007
DB00067,MESH:D018366,DB00007
DB00067,MESH:D018771,DB00007
DB00067,MESH:D019584,DB00007
DB00067,MESH:D019586,DB00007
DB00067,MESH:D020246,DB00007
DB00067,MESH:D007249,DB00007
DB00067,MESH:D020521,DB00007
DB00006,MESH:D002544,DB00035
DB00006,MESH:D003128,DB00035
DB00006,MESH:D003550,DB00035
DB00006,MESH:D003919,DB00035
DB00006,MESH:D004775,DB00035
DB00006,MESH:D006408,DB00035
DB00006,MESH:D006474,DB00035
DB00006,MESH:D006973,DB00035
DB00006,MESH:D007010,DB00035
DB00006,MESH:D008595,DB00035
DB00006,MESH:D011141,DB00035
DB00006,MESH:D011655,DB00035
DB00006,MESH:D012640,DB00035
DB00006,MESH:D013610,DB00035
DB00006,MESH:D014839,DB00035
DB00006,MESH:D014869,DB00035
DB00006,MESH:D018500,DB00035
DB00006,MESH:D020246,DB00035
DB00006,MESH:D020343,DB00035
DB00006,MESH:D020767,DB00035
DB00006,MESH:D020790,DB00035
DB00006,MESH:D053158,DB00035
DB00006,MESH:D053206,DB00035
DB00007,MESH:D002544,DB00035
DB00007,MESH:D003128,DB00035
DB00007,MESH:D003550,DB00035
DB00007,MESH:D003919,DB00035
DB00007,MESH:D004775,DB00035
DB00007,MESH:D006408,DB00035
DB00007,MESH:D006474,DB00035
DB00007,MESH:D006973,DB00035
DB00007,MESH:D007010,DB00035
DB00007,MESH:D008595,DB00035
DB00007,MESH:D011141,DB00035
DB00007,MESH:D011655,DB00035
DB00007,MESH:D012640,DB00035
DB00007,MESH:D013610,DB00035
DB00007,MESH:D014839,DB00035
DB00007,MESH:D014869,DB00035
DB00007,MESH:D018500,DB00035
DB00007,MESH:D020343,DB00035
DB00007,MESH:D020767,DB00035
DB00007,MESH:D020790,DB00035
DB00007,MESH:D053158,DB00035
DB00007,MESH:D053206,DB00035
DB00007,MESH:D013921,DB00035
DB00014,MESH:D002544,DB00035
DB00014,MESH:D003128,DB00035
DB00014,MESH:D003550,DB00035
DB00014,MESH:D003919,DB00035
DB00014,MESH:D004775,DB00035
DB00014,MESH:D006408,DB00035
DB00014,MESH:D006474,DB00035
DB00014,MESH:D006973,DB00035
DB00014,MESH:D007010,DB00035
DB00014,MESH:D008595,DB00035
DB00014,MESH:D011141,DB00035
DB00014,MESH:D011655,DB00035
DB00014,MESH:D012640,DB00035
DB00014,MESH:D013610,DB00035
DB00014,MESH:D014839,DB00035
DB00014,MESH:D014869,DB00035
DB00014,MESH:D018500,DB00035
DB00014,MESH:D020246,DB00035
DB00014,MESH:D020343,DB00035
DB00014,MESH:D020767,DB00035
DB00014,MESH:D020790,DB00035
DB00014,MESH:D053158,DB00035
DB00014,MESH:D053206,DB00035
DB00014,MESH:D013921,DB00035
DB00014,MESH:D020521,DB00035
DB00027,MESH:D002544,DB00035
DB00027,MESH:D003128,DB00035
DB00027,MESH:D003550,DB00035
DB00027,MESH:D003919,DB00035
DB00027,MESH:D004775,DB00035
DB00027,MESH:D006408,DB00035
DB00027,MESH:D006474,DB00035
DB00027,MESH:D006973,DB00035
DB00027,MESH:D007010,DB00035
DB00027,MESH:D008595,DB00035
DB00027,MESH:D011141,DB00035
DB00027,MESH:D011655,DB00035
DB00027,MESH:D012640,DB00035
DB00027,MESH:D013610,DB00035
DB00027,MESH:D014839,DB00035
DB00027,MESH:D014869,DB00035
DB00027,MESH:D018500,DB00035
DB00027,MESH:D020246,DB00035
DB00027,MESH:D020343,DB00035
DB00027,MESH:D020767,DB00035
DB00027,MESH:D020790,DB00035
DB00027,MESH:D053158,DB00035
DB00027,MESH:D053206,DB00035
DB00027,MESH:D013921,DB00035
DB00027,MESH:D020521,DB00035
DB00050,MESH:D002544,DB00035
DB00050,MESH:D003128,DB00035
DB00050,MESH:D003550,DB00035
DB00050,MESH:D003919,DB00035
DB00050,MESH:D004775,DB00035
DB00050,MESH:D006408,DB00035
DB00050,MESH:D006474,DB00035
DB00050,MESH:D006973,DB00035
DB00050,MESH:D007010,DB00035
DB00050,MESH:D008595,DB00035
DB00050,MESH:D011141,DB00035
DB00050,MESH:D011655,DB00035
DB00050,MESH:D012640,DB00035
DB00050,MESH:D013610,DB00035
DB00050,MESH:D014839,DB00035
DB00050,MESH:D014869,DB00035
DB00050,MESH:D018500,DB00035
DB00050,MESH:D020246,DB00035
DB00050,MESH:D020343,DB00035
DB00050,MESH:D020767,DB00035
DB00050,MESH:D020790,DB00035
DB00050,MESH:D053158,DB00035
DB00050,MESH:D053206,DB00035
DB00050,MESH:D013921,DB00035
DB00050,MESH:D020521,DB00035
DB00080,MESH:D002544,DB00035
DB00080,MESH:D003128,DB00035
DB00080,MESH:D003550,DB00035
DB00080,MESH:D003919,DB00035
DB00080,MESH:D004775,DB00035
DB00080,MESH:D006408,DB00035
DB00080,MESH:D006474,DB00035
DB00080,MESH:D006973,DB00035
DB00080,MESH:D007010,DB00035
DB00080,MESH:D008595,DB00035
DB00080,MESH:D011141,DB00035
DB00080,MESH:D011655,DB00035
DB00080,MESH:D012640,DB00035
DB00080,MESH:D013610,DB00035
DB00080,MESH:D014839,DB00035
DB00080,MESH:D014869,DB00035
DB00080,MESH:D018500,DB00035
DB00080,MESH:D020246,DB00035
DB00080,MESH:D020343,DB00035
DB00080,MESH:D020767,DB00035
DB00080,MESH:D020790,DB00035
DB00080,MESH:D053158,DB00035
DB00080,MESH:D053206,DB00035
DB00080,MESH:D013921,DB00035
DB00080,MESH:D020521,DB00035
DB00091,MESH:D002544,DB00035
DB00091,MESH:D003550,DB00035
DB00091,MESH:D003919,DB00035
DB00091,MESH:D004775,DB00035
DB00091,MESH:D006408,DB00035
DB00091,MESH:D006474,DB00035
DB00091,MESH:D007010,DB00035
DB00091,MESH:D008595,DB00035
DB00091,MESH:D011141,DB00035
DB00091,MESH:D014869,DB00035
DB00091,MESH:D018500,DB00035
DB00091,MESH:D020343,DB00035
DB00091,MESH:D020767,DB00035
DB00091,MESH:D020790,DB00035
DB00091,MESH:D053158,DB00035
DB00091,MESH:D053206,DB00035
DB00091,MESH:D020521,DB00035
DB00093,MESH:D002544,DB00035
DB00093,MESH:D003128,DB00035
DB00093,MESH:D003550,DB00035
DB00093,MESH:D003919,DB00035
DB00093,MESH:D004775,DB00035
DB00093,MESH:D006408,DB00035
DB00093,MESH:D006474,DB00035
DB00093,MESH:D007010,DB00035
DB00093,MESH:D008595,DB00035
DB00093,MESH:D011141,DB00035
DB00093,MESH:D011655,DB00035
DB00093,MESH:D012640,DB00035
DB00093,MESH:D013610,DB00035
DB00093,MESH:D014839,DB00035
DB00093,MESH:D014869,DB00035
DB00093,MESH:D018500,DB00035
DB00093,MESH:D020246,DB00035
DB00093,MESH:D020343,DB00035
DB00093,MESH:D020767,DB00035
DB00093,MESH:D020790,DB00035
DB00093,MESH:D053158,DB00035
DB00093,MESH:D053206,DB00035
DB00093,MESH:D013921,DB00035
DB00093,MESH:D020521,DB00035
DB00067,MESH:D002544,DB00035
DB00067,MESH:D003128,DB00035
DB00067,MESH:D003550,DB00035
DB00067,MESH:D003919,DB00035
DB00067,MESH:D004775,DB00035
DB00067,MESH:D006408,DB00035
DB00067,MESH:D006474,DB00035
DB00067,MESH:D006973,DB00035
DB00067,MESH:D007010,DB00035
DB00067,MESH:D008595,DB00035
DB00067,MESH:D011141,DB00035
DB00067,MESH:D011655,DB00035
DB00067,MESH:D012640,DB00035
DB00067,MESH:D013610,DB00035
DB00067,MESH:D014839,DB00035
DB00067,MESH:D014869,DB00035
DB00067,MESH:D018500,DB00035
DB00067,MESH:D020246,DB00035
DB00067,MESH:D020343,DB00035
DB00067,MESH:D020767,DB00035
DB00067,MESH:D020790,DB00035
DB00067,MESH:D053158,DB00035
DB00067,MESH:D053206,DB00035
DB00067,MESH:D013921,DB00035
DB00067,MESH:D020521,DB00035
DB00006,MESH:D003354,DB00080
DB00006,MESH:D004697,DB00080
DB00006,MESH:D007674,DB00080
DB00006,MESH:D008107,DB00080
DB00006,MESH:D009135,DB00080
DB00006,MESH:D010019,DB00080
DB00006,MESH:D011023,DB00080
DB00006,MESH:D011657,DB00080
DB00006,MESH:D011704,DB00080
DB00006,MESH:D012206,DB00080
DB00006,MESH:D012772,DB00080
DB00006,MESH:D013203,DB00080
DB00006,MESH:D013262,DB00080
DB00006,MESH:D016470,DB00080
DB00006,MESH:D016908,DB00080
DB00006,MESH:D016920,DB00080
DB00006,MESH:D018908,DB00080
DB00006,MESH:D056486,DB00080
DB00006,MESH:D058186,DB00080
DB00007,MESH:D003354,DB00080
DB00007,MESH:D004697,DB00080
DB00007,MESH:D007674,DB00080
DB00007,MESH:D008107,DB00080
DB00007,MESH:D010019,DB00080
DB00007,MESH:D011023,DB00080
DB00007,MESH:D011657,DB00080
DB00007,MESH:D011704,DB00080
DB00007,MESH:D012206,DB00080
DB00007,MESH:D012772,DB00080
DB00007,MESH:D013203,DB00080
DB00007,MESH:D013262,DB00080
DB00007,MESH:D016470,DB00080
DB00007,MESH:D016908,DB00080
DB00007,MESH:D016920,DB00080
DB00007,MESH:D018908,DB00080
DB00007,MESH:D056486,DB00080
DB00007,MESH:D058186,DB00080
DB00014,MESH:D003354,DB00080
DB00014,MESH:D004697,DB00080
DB00014,MESH:D007674,DB00080
DB00014,MESH:D008107,DB00080
DB00014,MESH:D009135,DB00080
DB00014,MESH:D010019,DB00080
DB00014,MESH:D011023,DB00080
DB00014,MESH:D011657,DB00080
DB00014,MESH:D011704,DB00080
DB00014,MESH:D012206,DB00080
DB00014,MESH:D012772,DB00080
DB00014,MESH:D013203,DB00080
DB00014,MESH:D013262,DB00080
DB00014,MESH:D016470,DB00080
DB00014,MESH:D016908,DB00080
DB00014,MESH:D016920,DB00080
DB00014,MESH:D018908,DB00080
DB00014,MESH:D056486,DB00080
DB00014,MESH:D058186,DB00080
DB00027,MESH:D003354,DB00080
DB00027,MESH:D004697,DB00080
DB00027,MESH:D007674,DB00080
DB00027,MESH:D008107,DB00080
DB00027,MESH:D009135,DB00080
DB00027,MESH:D010019,DB00080
DB00027,MESH:D011023,DB00080
DB00027,MESH:D011657,DB00080
DB00027,MESH:D011704,DB00080
DB00027,MESH:D012206,DB00080
DB00027,MESH:D012772,DB00080
DB00027,MESH:D013203,DB00080
DB00027,MESH:D013262,DB00080
DB00027,MESH:D016470,DB00080
DB00027,MESH:D016908,DB00080
DB00027,MESH:D016920,DB00080
DB00027,MESH:D018908,DB00080
DB00027,MESH:D056486,DB00080
DB00027,MESH:D058186,DB00080
DB00035,MESH:D003354,DB00080
DB00035,MESH:D004697,DB00080
DB00035,MESH:D007674,DB00080
DB00035,MESH:D008107,DB00080
DB00035,MESH:D009135,DB00080
DB00035,MESH:D010019,DB00080
DB00035,MESH:D011023,DB00080
DB00035,MESH:D011657,DB00080
DB00035,MESH:D011704,DB00080
DB00035,MESH:D012206,DB00080
DB00035,MESH:D012772,DB00080
DB00035,MESH:D013203,DB00080
DB00035,MESH:D013262,DB00080
DB00035,MESH:D016470,DB00080
DB00035,MESH:D016908,DB00080
DB00035,MESH:D016920,DB00080
DB00035,MESH:D018908,DB00080
DB00035,MESH:D056486,DB00080
DB00035,MESH:D058186,DB00080
DB00050,MESH:D003354,DB00080
DB00050,MESH:D004697,DB00080
DB00050,MESH:D007674,DB00080
DB00050,MESH:D008107,DB00080
DB00050,MESH:D009135,DB00080
DB00050,MESH:D010019,DB00080
DB00050,MESH:D011023,DB00080
DB00050,MESH:D011657,DB00080
DB00050,MESH:D011704,DB00080
DB00050,MESH:D012206,DB00080
DB00050,MESH:D012772,DB00080
DB00050,MESH:D013203,DB00080
DB00050,MESH:D013262,DB00080
DB00050,MESH:D016470,DB00080
DB00050,MESH:D016908,DB00080
DB00050,MESH:D016920,DB00080
DB00050,MESH:D018908,DB00080
DB00050,MESH:D056486,DB00080
DB00050,MESH:D058186,DB00080
DB00091,MESH:D003354,DB00080
DB00091,MESH:D004697,DB00080
DB00091,MESH:D010019,DB00080
DB00091,MESH:D011023,DB00080
DB00091,MESH:D011657,DB00080
DB00091,MESH:D011704,DB00080
DB00091,MESH:D012772,DB00080
DB00091,MESH:D013203,DB00080
DB00091,MESH:D016470,DB00080
DB00091,MESH:D016908,DB00080
DB00091,MESH:D016920,DB00080
DB00093,MESH:D003354,DB00080
DB00093,MESH:D004697,DB00080
DB00093,MESH:D007674,DB00080
DB00093,MESH:D008107,DB00080
DB00093,MESH:D010019,DB00080
DB00093,MESH:D011023,DB00080
DB00093,MESH:D011657,DB00080
DB00093,MESH:D011704,DB00080
DB00093,MESH:D012206,DB00080
DB00093,MESH:D012772,DB00080
DB00093,MESH:D013203,DB00080
DB00093,MESH:D013262,DB00080
DB00093,MESH:D016470,DB00080
DB00093,MESH:D016908,DB00080
DB00093,MESH:D016920,DB00080
DB00093,MESH:D018908,DB00080
DB00093,MESH:D056486,DB00080
DB00093,MESH:D058186,DB00080
DB00067,MESH:D003354,DB00080
DB00067,MESH:D004697,DB00080
DB00067,MESH:D007674,DB00080
DB00067,MESH:D008107,DB00080
DB00067,MESH:D009135,DB00080
DB00067,MESH:D010019,DB00080
DB00067,MESH:D011023,DB00080
DB00067,MESH:D011657,DB00080
DB00067,MESH:D011704,DB00080
DB00067,MESH:D012206,DB00080
DB00067,MESH:D012772,DB00080
DB00067,MESH:D013203,DB00080
DB00067,MESH:D013262,DB00080
DB00067,MESH:D016470,DB00080
DB00067,MESH:D016908,DB00080
DB00067,MESH:D016920,DB00080
DB00067,MESH:D018908,DB00080
DB00067,MESH:D056486,DB00080
DB00067,MESH:D058186,DB00080
DB00006,MESH:D003638,DB00027
DB00006,MESH:D014717,DB00027
DB00007,MESH:D003638,DB00027
DB00007,MESH:D014717,DB00027
DB00014,MESH:D003638,DB00027
DB00014,MESH:D014717,DB00027
DB00035,MESH:D003638,DB00027
DB00035,MESH:D014717,DB00027
DB00050,MESH:D003638,DB00027
DB00050,MESH:D014717,DB00027
DB00080,MESH:D003638,DB00027
DB00080,MESH:D014717,DB00027
DB00091,MESH:D003638,DB00027
DB00091,MESH:D014717,DB00027
DB00093,MESH:D003638,DB00027
DB00093,MESH:D014717,DB00027
DB00067,MESH:D003638,DB00027
DB00067,MESH:D014717,DB00027
DB00006,MESH:D006973,DB00093
DB00006,MESH:D009135,DB00093
DB00006,MESH:D009336,DB00093
DB00007,MESH:D006973,DB00093
DB00007,MESH:D009336,DB00093
DB00014,MESH:D006973,DB00093
DB00014,MESH:D009135,DB00093
DB00014,MESH:D009336,DB00093
DB00027,MESH:D006973,DB00093
DB00027,MESH:D009135,DB00093
DB00027,MESH:D009336,DB00093
DB00035,MESH:D009135,DB00093
DB00035,MESH:D009336,DB00093
DB00050,MESH:D006973,DB00093
DB00050,MESH:D009135,DB00093
DB00050,MESH:D009336,DB00093
DB00080,MESH:D006973,DB00093
DB00080,MESH:D009336,DB00093
DB00067,MESH:D006973,DB00093
DB00067,MESH:D009135,DB00093
DB00006,MESH:D009101,DB00050
DB00007,MESH:D009101,DB00050
DB00014,MESH:D009101,DB00050
DB00027,MESH:D009101,DB00050
DB00035,MESH:D009101,DB00050
DB00080,MESH:D009101,DB00050
DB00091,MESH:D009101,DB00050
DB00093,MESH:D009101,DB00050
DB00067,MESH:D009101,DB00050
DB00007,MESH:D003328,DB00006
DB00007,MESH:D006470,DB00006
DB00007,MESH:D007511,DB00006
DB00007,MESH:D013921,DB00006
DB00007,MESH:D013927,DB00006
DB00007,MESH:D016769,DB00006
DB00007,MESH:D017202,DB00006
DB00007,MESH:D020212,DB00006
DB00007,MESH:D048909,DB00006
DB00007,MESH:D054058,DB00006
DB00014,MESH:D003328,DB00006
DB00014,MESH:D006470,DB00006
DB00014,MESH:D007511,DB00006
DB00014,MESH:D013921,DB00006
DB00014,MESH:D013927,DB00006
DB00014,MESH:D016769,DB00006
DB00014,MESH:D017202,DB00006
DB00014,MESH:D020212,DB00006
DB00014,MESH:D048909,DB00006
DB00014,MESH:D054058,DB00006
DB00014,MESH:D007249,DB00006
DB00014,MESH:D020521,DB00006
DB00027,MESH:D003328,DB00006
DB00027,MESH:D006470,DB00006
DB00027,MESH:D007511,DB00006
DB00027,MESH:D013921,DB00006
DB00027,MESH:D013927,DB00006
DB00027,MESH:D016769,DB00006
DB00027,MESH:D017202,DB00006
DB00027,MESH:D020212,DB00006
DB00027,MESH:D048909,DB00006
DB00027,MESH:D054058,DB00006
DB00027,MESH:D007249,DB00006
DB00027,MESH:D020521,DB00006
DB00035,MESH:D003328,DB00006
DB00035,MESH:D006470,DB00006
DB00035,MESH:D007511,DB00006
DB00035,MESH:D013927,DB00006
DB00035,MESH:D016769,DB00006
DB00035,MESH:D017202,DB00006
DB00035,MESH:D020212,DB00006
DB00035,MESH:D048909,DB00006
DB00035,MESH:D054058,DB00006
DB00035,MESH:D007249,DB00006
DB00050,MESH:D003328,DB00006
DB00050,MESH:D006470,DB00006
DB00050,MESH:D007511,DB00006
DB00050,MESH:D013921,DB00006
DB00050,MESH:D013927,DB00006
DB00050,MESH:D016769,DB00006
DB00050,MESH:D017202,DB00006
DB00050,MESH:D020212,DB00006
DB00050,MESH:D048909,DB00006
DB00050,MESH:D054058,DB00006
DB00050,MESH:D007249,DB00006
DB00050,MESH:D020521,DB00006
DB00080,MESH:D003328,DB00006
DB00080,MESH:D006470,DB00006
DB00080,MESH:D007511,DB00006
DB00080,MESH:D013921,DB00006
DB00080,MESH:D013927,DB00006
DB00080,MESH:D016769,DB00006
DB00080,MESH:D017202,DB00006
DB00080,MESH:D020212,DB00006
DB00080,MESH:D048909,DB00006
DB00080,MESH:D054058,DB00006
DB00080,MESH:D007249,DB00006
DB00080,MESH:D020521,DB00006
DB00091,MESH:D003328,DB00006
DB00091,MESH:D007511,DB00006
DB00091,MESH:D016769,DB00006
DB00091,MESH:D017202,DB00006
DB00091,MESH:D020212,DB00006
DB00091,MESH:D048909,DB00006
DB00091,MESH:D054058,DB00006
DB00091,MESH:D020521,DB00006
DB00093,MESH:D003328,DB00006
DB00093,MESH:D006470,DB00006
DB00093,MESH:D007511,DB00006
DB00093,MESH:D013921,DB00006
DB00093,MESH:D013927,DB00006
DB00093,MESH:D016769,DB00006
DB00093,MESH:D017202,DB00006
DB00093,MESH:D020212,DB00006
DB00093,MESH:D048909,DB00006
DB00093,MESH:D054058,DB00006
DB00093,MESH:D007249,DB00006
DB00093,MESH:D020521,DB00006
DB00067,MESH:D003328,DB00006
DB00067,MESH:D007511,DB00006
DB00067,MESH:D013921,DB00006
DB00067,MESH:D013927,DB00006
DB00067,MESH:D016769,DB00006
DB00067,MESH:D020212,DB00006
DB00067,MESH:D048909,DB00006
DB00067,MESH:D054058,DB00006
DB00067,MESH:D007249,DB00006
DB00067,MESH:D020521,DB00006
